materials backflow_percent inlet_D angle inlet_V Density Viscosity
1879 0.0 1.1 0.0 201.2 0.00106 0.004
1880 0.0 3.4 0.0 101.6 0.00106 0.004
1881 0.0 2.4 0.0 134.8 0.00106 0.004
1882 0.0 3.7 0.0 201.2 0.00106 0.004
1883 0.0 3.4 0.0 201.2 0.00106 0.004
1884 0.0 4.0 0.0 101.6 0.00106 0.004
1885 0.0 4.0 0.0 234.4 0.00106 0.004
1886 0.0 4.3 0.0 300.8 0.00106 0.004
1887 0.0 4.0 0.0 500.0 0.00106 0.004
1888 0.0 5.0 0.0 134.8 0.00106 0.004
1889 0.0 2.7 0.0 168.0 0.00106 0.004
1890 0.0 2.1 0.0 367.20000000000005 0.00106 0.004
1891 0.0 4.0 0.0 101.6 0.00106 0.004
1892 0.0 2.4 0.0 101.6 0.00106 0.004
1893 0.0 3.4 0.0 400.4 0.00106 0.004
1894 0.0 2.7 0.0 68.4 0.00106 0.004
1895 0.0 3.7 0.0 367.20000000000005 0.00106 0.004
1896 0.0 3.0 0.0 334.0 0.00106 0.004
1897 0.0 3.0 0.0 500.0 0.00106 0.004
1898 0.0 0.8 0.0 168.0 0.00106 0.004
1899 0.0 5.0 0.0 500.0 0.00106 0.004
1900 0.0 2.7 0.0 101.6 0.00106 0.004
1901 0.0 2.4 0.0 101.6 0.00106 0.004
1902 0.0 5.0 0.0 101.6 0.00106 0.004
1903 0.0 2.4 0.0 466.8 0.00106 0.004
1904 0.0 4.7 0.0 234.4 0.00106 0.004
1905 0.0 1.7 0.0 101.6 0.00106 0.004
1906 0.0 1.1 0.0 466.8 0.00106 0.004
1907 0.0 3.7 0.0 267.6 0.00106 0.004
1908 0.0 4.0 0.0 334.0 0.00106 0.004
1909 0.0 4.7 0.0 433.59999999999997 0.00106 0.004
1910 0.0 1.1 0.0 300.8 0.00106 0.004
1911 0.0 3.4 0.0 300.8 0.00106 0.004
1912 0.0 4.7 0.0 234.4 0.00106 0.004
1913 0.0 1.1 0.0 234.4 0.00106 0.004
1914 0.0 4.0 0.0 466.8 0.00106 0.004
1915 0.0 3.4 0.0 433.59999999999997 0.00106 0.004
1916 0.0 2.7 0.0 68.4 0.00106 0.004
1917 0.0 4.7 0.0 68.4 0.00106 0.004
1918 0.0 2.7 0.0 500.0 0.00106 0.004
1919 0.0 0.8 0.0 168.0 0.00106 0.004
1920 0.0 2.7 0.0 101.6 0.00106 0.004
1921 0.0 5.0 0.0 466.8 0.00106 0.004
1922 0.0 2.1 0.0 334.0 0.00106 0.004
1923 0.0 2.1 0.0 500.0 0.00106 0.004
1924 0.0 4.0 0.0 201.2 0.00106 0.004
1925 0.0 2.7 0.0 101.6 0.00106 0.004
1926 0.0 1.1 0.0 134.8 0.00106 0.004
1927 0.0 4.0 0.0 433.59999999999997 0.00106 0.004
1928 0.0 4.0 0.0 466.8 0.00106 0.004
1929 0.0 3.4 0.0 367.20000000000005 0.00106 0.004
1930 0.0 1.7 0.0 466.8 0.00106 0.004
1931 0.0 1e-10 0.3491 500.0 0.00106 0.004
1932 0.0 1e-10 0.6981 0.6 0.00106 0.004
1933 0.0 1e-10 0.5236 1.0 0.00106 0.004
1934 0.0 0.005 0.3491 1e-10 0.00106 0.004
1935 0.0 0.0008 0.6981 1e-10 0.00106 0.004
1936 0.0 1e-10 0.3491 500.0 0.00106 0.004
1937 0.0 1e-10 0.6981 0.6 0.00106 0.004
1938 0.0 1e-10 0.5236 1.0 0.00106 0.004
1939 0.0 0.005 0.3491 1e-10 0.00106 0.004
1940 0.0 0.0008 0.6981 1e-10 0.00106 0.004
